customer_id,age_group,income_level,occupation,risk_tolerance,transaction_date,transaction_month,products,product_categories,total_amount
C0067,41-45,高,个体户,进取型,2025-10-02,2025-10,"信用卡,贵金属,理财产品,活期存款,大额存单","信贷类,投资类,投资类,存款类,存款类",809421
C0148,25-30,低,企业职员,稳健型,2025-02-23,2025-02,"活期存款,定期存款","存款类,存款类",181779
C0432,36-40,低,公务员,进取型,2025-11-23,2025-11,住房贷款,信贷类,60296
C0050,41-45,高,自由职业,进取型,2025-08-28,2025-08,"信托,基金,理财产品","投资类,投资类,投资类",739171
C0258,31-35,高,企业职员,进取型,2025-07-04,2025-07,"信用卡,大额存单","信贷类,存款类",215130
C0479,46-50,中,公务员,稳健型,2025-11-01,2025-11,股票,投资类,30226
C0330,36-40,高,企业职员,保守型,2025-12-27,2025-12,"理财产品,活期存款,定期存款","投资类,存款类,存款类",305548
C0324,36-40,中,自由职业,保守型,2025-05-20,2025-05,"贵金属,保险","投资类,保障类",76527
C0054,36-40,中,个体户,保守型,2025-03-28,2025-03,定期存款,存款类,68226
C0054,36-40,中,个体户,保守型,2025-08-04,2025-08,"定期存款,活期存款,保险","存款类,存款类,保障类",71456
C0111,25-30,高,企业职员,稳健型,2025-08-07,2025-08,"基金,年金","投资类,保障类",378408
C0125,36-40,低,退休人员,进取型,2025-08-21,2025-08,"保险,信用卡,定期存款","保障类,信贷类,存款类",44053
C0386,41-45,低,公务员,保守型,2025-07-13,2025-07,"信用卡,定期存款","信贷类,存款类",110185
C0024,41-45,中,个体户,稳健型,2025-10-27,2025-10,"消费贷款,理财产品","信贷类,投资类",366632
C0113,31-35,低,个体户,稳健型,2025-12-06,2025-12,"住房贷款,国债","信贷类,投资类",54006
C0054,36-40,中,个体户,保守型,2025-12-12,2025-12,"理财产品,外汇","投资类,投资类",247654
C0340,46-50,中,企业职员,稳健型,2025-07-28,2025-07,"理财产品,大额存单,国债,股票","投资类,存款类,投资类,投资类",285577
C0280,25-30,高,企业职员,保守型,2025-05-22,2025-05,"保险,理财产品,活期存款","保障类,投资类,存款类",568498
C0468,25-30,中,自由职业,保守型,2025-11-10,2025-11,活期存款,存款类,15676
C0176,36-40,低,企业职员,保守型,2025-11-23,2025-11,"定期存款,消费贷款","存款类,信贷类",131548
C0223,25-30,低,个体户,进取型,2025-12-24,2025-12,"活期存款,股票","存款类,投资类",51026
C0134,46-50,中,退休人员,进取型,2025-01-24,2025-01,理财产品,投资类,222264
C0029,46-50,高,个体户,进取型,2025-12-23,2025-12,"住房贷款,活期存款","信贷类,存款类",130268
C0346,31-35,中,退休人员,稳健型,2025-03-08,2025-03,大额存单,存款类,11354
C0082,46-50,高,个体户,进取型,2025-04-15,2025-04,"国债,保险","投资类,保障类",414532
C0277,46-50,低,公务员,稳健型,2025-11-29,2025-11,大额存单,存款类,17844
C0230,31-35,高,个体户,保守型,2025-06-15,2025-06,"消费贷款,活期存款,定期存款,大额存单,基金","信贷类,存款类,存款类,存款类,投资类",756976
C0492,36-40,中,企业职员,稳健型,2025-12-23,2025-12,"定期存款,理财产品,国债,保险","存款类,投资类,投资类,保障类",273758
C0328,31-35,高,企业职员,进取型,2025-06-14,2025-06,"理财产品,大额存单,外汇,信用卡","投资类,存款类,投资类,信贷类",678229
C0191,31-35,中,企业职员,稳健型,2025-01-07,2025-01,"年金,国债","保障类,投资类",283930
C0498,36-40,高,个体户,稳健型,2025-04-04,2025-04,"消费贷款,活期存款,股票","信贷类,存款类,投资类",777282
C0303,31-35,高,公务员,稳健型,2025-08-23,2025-08,"理财产品,活期存款,股票","投资类,存款类,投资类",337247
C0337,41-45,中,企业职员,稳健型,2025-01-14,2025-01,"消费贷款,基金,保险,活期存款,信用卡","信贷类,投资类,保障类,存款类,信贷类",740432
C0239,31-35,高,公务员,稳健型,2025-08-28,2025-08,"基金,年金,股票,信用卡","投资类,保障类,投资类,信贷类",1459014
C0339,36-40,高,公务员,进取型,2025-07-06,2025-07,"信托,住房贷款","投资类,信贷类",178254
C0210,46-50,中,个体户,稳健型,2025-01-01,2025-01,保险,保障类,48632
C0469,36-40,高,个体户,进取型,2025-11-12,2025-11,"基金,活期存款,理财产品,定期存款,保险","投资类,存款类,投资类,存款类,保障类",554856
C0363,46-50,高,公务员,进取型,2025-01-21,2025-01,国债,投资类,139387
C0010,31-35,低,个体户,保守型,2025-07-06,2025-07,"住房贷款,信用卡","信贷类,信贷类",191226
C0221,31-35,中,企业职员,保守型,2025-02-22,2025-02,"消费贷款,信用卡,理财产品","信贷类,信贷类,投资类",326562
C0062,25-30,高,企业职员,进取型,2025-05-28,2025-05,"国债,股票,定期存款","投资类,投资类,存款类",290490
C0030,41-45,中,自由职业,稳健型,2025-12-26,2025-12,"年金,保险,国债,活期存款","保障类,保障类,投资类,存款类",165225
C0365,36-40,中,企业职员,稳健型,2025-09-02,2025-09,"理财产品,消费贷款","投资类,信贷类",191545
C0191,31-35,中,企业职员,稳健型,2025-08-20,2025-08,"基金,消费贷款,信用卡,年金","投资类,信贷类,信贷类,保障类",585253
C0472,31-35,中,企业职员,保守型,2025-08-13,2025-08,基金,投资类,81187
C0058,41-45,高,个体户,进取型,2025-12-18,2025-12,保险,保障类,39542
C0265,41-45,中,公务员,稳健型,2025-05-01,2025-05,"信用卡,住房贷款","信贷类,信贷类",891712
C0082,46-50,高,个体户,进取型,2025-01-12,2025-01,"基金,理财产品,活期存款","投资类,投资类,存款类",799834
C0352,36-40,中,自由职业,进取型,2025-02-13,2025-02,"基金,信用卡","投资类,信贷类",297557
C0314,25-30,低,公务员,保守型,2025-08-06,2025-08,"活期存款,保险,信用卡","存款类,保障类,信贷类",53766
C0228,31-35,中,公务员,稳健型,2025-01-17,2025-01,"信用卡,消费贷款","信贷类,信贷类",97512
C0201,41-45,中,公务员,稳健型,2025-02-21,2025-02,"理财产品,信用卡,信托","投资类,信贷类,投资类",987356
C0492,36-40,中,企业职员,稳健型,2025-11-27,2025-11,"年金,定期存款,住房贷款","保障类,存款类,信贷类",199163
C0500,46-50,低,企业职员,保守型,2025-02-10,2025-02,"活期存款,股票,基金,大额存单,保险","存款类,投资类,投资类,存款类,保障类",152405
C0342,41-45,低,个体户,进取型,2025-07-24,2025-07,"活期存款,信用卡,定期存款,理财产品,保险","存款类,信贷类,存款类,投资类,保障类",154947
C0410,31-35,低,退休人员,进取型,2025-10-19,2025-10,"信用卡,股票,外汇","信贷类,投资类,投资类",53818
C0436,41-45,高,个体户,保守型,2025-01-15,2025-01,"贵金属,活期存款,大额存单","投资类,存款类,存款类",715196
C0453,31-35,低,个体户,稳健型,2025-03-23,2025-03,住房贷款,信贷类,36645
C0043,25-30,中,公务员,保守型,2025-11-25,2025-11,"理财产品,信用卡,消费贷款","投资类,信贷类,信贷类",269670
C0086,36-40,中,企业职员,稳健型,2025-02-04,2025-02,"国债,保险,理财产品,消费贷款,贵金属","投资类,保障类,投资类,信贷类,投资类",318678
C0104,46-50,中,个体户,稳健型,2025-04-21,2025-04,"信用卡,基金,定期存款,保险","信贷类,投资类,存款类,保障类",135374
C0237,31-35,低,企业职员,进取型,2025-02-01,2025-02,"理财产品,消费贷款","投资类,信贷类",334120
C0179,36-40,中,企业职员,进取型,2025-08-10,2025-08,"基金,理财产品,贵金属","投资类,投资类,投资类",246351
C0304,31-35,高,个体户,稳健型,2025-08-19,2025-08,"基金,贵金属","投资类,投资类",187787
C0469,36-40,高,个体户,进取型,2025-12-07,2025-12,基金,投资类,101451
C0324,36-40,中,自由职业,保守型,2025-11-25,2025-11,"大额存单,保险,理财产品,信用卡,活期存款","存款类,保障类,投资类,信贷类,存款类",250818
C0066,36-40,高,企业职员,进取型,2025-05-24,2025-05,"基金,定期存款,活期存款,国债","投资类,存款类,存款类,投资类",398919
C0429,41-45,中,企业职员,进取型,2025-02-21,2025-02,"活期存款,基金","存款类,投资类",482573
C0163,41-45,中,企业职员,稳健型,2025-11-28,2025-11,"住房贷款,活期存款,国债","信贷类,存款类,投资类",282390
C0012,31-35,中,企业职员,稳健型,2025-06-26,2025-06,"活期存款,基金","存款类,投资类",56445
C0310,41-45,中,退休人员,保守型,2025-02-04,2025-02,国债,投资类,149966
C0328,31-35,高,企业职员,进取型,2025-01-26,2025-01,"理财产品,基金,活期存款,保险,消费贷款","投资类,投资类,存款类,保障类,信贷类",483262
C0180,41-45,高,企业职员,进取型,2025-11-18,2025-11,"理财产品,贵金属,国债","投资类,投资类,投资类",273713
C0380,36-40,高,企业职员,进取型,2025-07-01,2025-07,"理财产品,信用卡,基金,信托,活期存款","投资类,信贷类,投资类,投资类,存款类",735370
C0145,25-30,高,企业职员,稳健型,2025-02-07,2025-02,"大额存单,理财产品","存款类,投资类",97917
C0434,36-40,中,企业职员,进取型,2025-12-23,2025-12,"消费贷款,保险,基金","信贷类,保障类,投资类",378064
C0150,36-40,低,企业职员,保守型,2025-01-31,2025-01,"定期存款,活期存款,股票,信用卡","存款类,存款类,投资类,信贷类",261102
C0205,36-40,中,企业职员,稳健型,2025-01-24,2025-01,"消费贷款,保险,定期存款","信贷类,保障类,存款类",204570
C0437,36-40,中,企业职员,稳健型,2025-04-30,2025-04,活期存款,存款类,49989
C0188,46-50,高,企业职员,进取型,2025-09-19,2025-09,"基金,年金","投资类,保障类",529963
C0448,25-30,中,企业职员,稳健型,2025-04-10,2025-04,"定期存款,消费贷款,保险","存款类,信贷类,保障类",132962
C0360,31-35,高,企业职员,进取型,2025-01-05,2025-01,"基金,信用卡","投资类,信贷类",345018
C0271,41-45,低,公务员,进取型,2025-12-05,2025-12,"年金,基金,活期存款,信用卡","保障类,投资类,存款类,信贷类",183194
C0390,36-40,中,自由职业,进取型,2025-08-06,2025-08,"保险,理财产品","保障类,投资类",90596
C0187,31-35,高,企业职员,进取型,2025-01-12,2025-01,"活期存款,国债","存款类,投资类",290949
C0025,36-40,中,企业职员,保守型,2025-01-17,2025-01,"国债,贵金属,活期存款,基金,大额存单","投资类,投资类,存款类,投资类,存款类",483631
C0004,41-45,中,企业职员,保守型,2025-12-06,2025-12,"信用卡,国债,活期存款","信贷类,投资类,存款类",857472
C0384,41-45,中,公务员,保守型,2025-08-15,2025-08,"定期存款,国债,基金","存款类,投资类,投资类",85036
C0444,41-45,高,个体户,稳健型,2025-09-25,2025-09,"基金,股票,消费贷款,信用卡,活期存款","投资类,投资类,信贷类,信贷类,存款类",1424741
C0492,36-40,中,企业职员,稳健型,2025-12-08,2025-12,"定期存款,理财产品","存款类,投资类",238362
C0087,31-35,中,公务员,保守型,2025-09-18,2025-09,"基金,活期存款","投资类,存款类",154596
C0391,31-35,中,个体户,稳健型,2025-05-13,2025-05,"活期存款,基金,信托","存款类,投资类,投资类",195263
C0444,41-45,高,个体户,稳健型,2025-04-06,2025-04,基金,投资类,234638
C0427,36-40,低,公务员,保守型,2025-10-05,2025-10,"定期存款,大额存单,活期存款,信用卡,保险","存款类,存款类,存款类,信贷类,保障类",150491
C0086,36-40,中,企业职员,稳健型,2025-06-25,2025-06,"信托,信用卡,理财产品","投资类,信贷类,投资类",215597
C0189,36-40,中,企业职员,进取型,2025-02-05,2025-02,"基金,贵金属,活期存款","投资类,投资类,存款类",158856
C0441,36-40,高,企业职员,稳健型,2025-05-02,2025-05,活期存款,存款类,59879
C0483,36-40,低,公务员,稳健型,2025-03-21,2025-03,"外汇,定期存款","投资类,存款类",45311
C0280,25-30,高,企业职员,保守型,2025-03-29,2025-03,"定期存款,活期存款,股票","存款类,存款类,投资类",182294
C0233,36-40,中,企业职员,进取型,2025-06-03,2025-06,"理财产品,保险,活期存款","投资类,保障类,存款类",266894
C0038,25-30,低,自由职业,保守型,2025-12-22,2025-12,"基金,定期存款","投资类,存款类",41507
C0317,25-30,低,企业职员,保守型,2025-10-19,2025-10,"活期存款,信用卡,年金,消费贷款","存款类,信贷类,保障类,信贷类",222508
C0438,41-45,低,公务员,保守型,2025-02-13,2025-02,"活期存款,定期存款","存款类,存款类",123118
C0277,46-50,低,公务员,稳健型,2025-03-07,2025-03,"定期存款,保险,股票","存款类,保障类,投资类",283549
C0451,46-50,高,公务员,稳健型,2025-09-07,2025-09,"贵金属,保险,股票,理财产品","投资类,保障类,投资类,投资类",1167830
C0082,46-50,高,个体户,进取型,2025-01-14,2025-01,"股票,年金,消费贷款,保险","投资类,保障类,信贷类,保障类",545597
C0071,41-45,中,公务员,保守型,2025-10-01,2025-10,理财产品,投资类,216249
C0395,25-30,中,公务员,稳健型,2025-07-11,2025-07,"国债,活期存款,定期存款","投资类,存款类,存款类",136890
C0377,31-35,中,公务员,稳健型,2025-06-01,2025-06,"保险,活期存款,信用卡","保障类,存款类,信贷类",251931
C0360,31-35,高,企业职员,进取型,2025-01-15,2025-01,"股票,消费贷款","投资类,信贷类",309607
C0417,46-50,高,企业职员,进取型,2025-12-18,2025-12,"理财产品,基金","投资类,投资类",556133
C0223,25-30,低,个体户,进取型,2025-04-03,2025-04,"活期存款,信用卡,国债,股票","存款类,信贷类,投资类,投资类",242016
C0269,25-30,低,退休人员,保守型,2025-10-25,2025-10,"国债,消费贷款,信用卡,保险","投资类,信贷类,信贷类,保障类",155996
C0230,31-35,高,个体户,保守型,2025-07-17,2025-07,"定期存款,基金,保险","存款类,投资类,保障类",406004
C0144,31-35,中,自由职业,进取型,2025-04-19,2025-04,"股票,年金,信托","投资类,保障类,投资类",69272
C0077,41-45,高,公务员,稳健型,2025-06-27,2025-06,"股票,理财产品,定期存款","投资类,投资类,存款类",626619
C0284,25-30,低,公务员,保守型,2025-02-03,2025-02,"活期存款,理财产品,消费贷款,基金,年金","存款类,投资类,信贷类,投资类,保障类",148911
C0081,36-40,高,个体户,稳健型,2025-11-12,2025-11,"信托,活期存款,基金","投资类,存款类,投资类",260222
C0487,41-45,中,公务员,保守型,2025-09-23,2025-09,"活期存款,定期存款","存款类,存款类",477254
C0065,46-50,高,个体户,保守型,2025-12-03,2025-12,"基金,年金,大额存单","投资类,保障类,存款类",304769
C0058,41-45,高,个体户,进取型,2025-03-11,2025-03,"股票,贵金属,基金,国债","投资类,投资类,投资类,投资类",1134127
C0216,41-45,中,公务员,稳健型,2025-05-06,2025-05,"基金,活期存款,年金,消费贷款,理财产品","投资类,存款类,保障类,信贷类,投资类",341843
C0099,31-35,高,企业职员,进取型,2025-11-07,2025-11,理财产品,投资类,384844
C0117,46-50,中,企业职员,进取型,2025-12-30,2025-12,"活期存款,基金,保险,消费贷款,贵金属","存款类,投资类,保障类,信贷类,投资类",624131
C0345,36-40,中,企业职员,稳健型,2025-05-10,2025-05,"信用卡,活期存款","信贷类,存款类",189723
C0326,25-30,高,企业职员,进取型,2025-04-13,2025-04,"信用卡,住房贷款","信贷类,信贷类",576203
C0056,36-40,中,企业职员,稳健型,2025-12-13,2025-12,"活期存款,国债,理财产品","存款类,投资类,投资类",386591
C0412,25-30,中,企业职员,进取型,2025-05-08,2025-05,"基金,信托","投资类,投资类",198459
C0049,46-50,高,公务员,稳健型,2025-04-22,2025-04,"消费贷款,国债","信贷类,投资类",744681
C0453,31-35,低,个体户,稳健型,2025-02-16,2025-02,"活期存款,信用卡,外汇","存款类,信贷类,投资类",81292
C0038,25-30,低,自由职业,保守型,2025-02-22,2025-02,"定期存款,活期存款,基金,理财产品","存款类,存款类,投资类,投资类",135597
C0347,36-40,中,个体户,保守型,2025-04-06,2025-04,基金,投资类,16632
C0400,31-35,低,企业职员,进取型,2025-05-19,2025-05,"保险,定期存款,信用卡,基金","保障类,存款类,信贷类,投资类",134445
C0401,31-35,中,企业职员,稳健型,2025-07-20,2025-07,"活期存款,定期存款","存款类,存款类",148389
C0491,25-30,中,自由职业,稳健型,2025-05-10,2025-05,"股票,年金,活期存款,理财产品","投资类,保障类,存款类,投资类",222928
C0071,41-45,中,公务员,保守型,2025-08-16,2025-08,"住房贷款,理财产品,活期存款","信贷类,投资类,存款类",230116
C0187,31-35,高,企业职员,进取型,2025-05-13,2025-05,"保险,外汇,信用卡","保障类,投资类,信贷类",1184688
C0339,36-40,高,公务员,进取型,2025-01-03,2025-01,"信托,消费贷款,定期存款,贵金属","投资类,信贷类,存款类,投资类",632008
C0010,31-35,低,个体户,保守型,2025-12-02,2025-12,"定期存款,保险","存款类,保障类",20385
C0358,36-40,高,公务员,进取型,2025-05-15,2025-05,"国债,理财产品","投资类,投资类",590477
C0138,36-40,高,公务员,进取型,2025-05-31,2025-05,"理财产品,股票","投资类,投资类",1399755
C0161,25-30,低,企业职员,保守型,2025-03-03,2025-03,活期存款,存款类,54670
C0484,36-40,中,个体户,进取型,2025-01-31,2025-01,"信用卡,理财产品,基金","信贷类,投资类,投资类",762397
C0004,41-45,中,企业职员,保守型,2025-04-29,2025-04,"定期存款,理财产品,活期存款","存款类,投资类,存款类",317169
C0181,46-50,低,企业职员,稳健型,2025-01-05,2025-01,"理财产品,国债,基金","投资类,投资类,投资类",223509
C0274,36-40,中,企业职员,保守型,2025-01-27,2025-01,住房贷款,信贷类,95077
C0122,36-40,高,企业职员,稳健型,2025-12-27,2025-12,"基金,定期存款,保险","投资类,存款类,保障类",308868
C0169,25-30,中,企业职员,进取型,2025-09-05,2025-09,国债,投资类,89514
C0416,36-40,中,自由职业,稳健型,2025-01-30,2025-01,"活期存款,股票","存款类,投资类",88012
C0089,36-40,低,企业职员,稳健型,2025-08-22,2025-08,"活期存款,定期存款,保险","存款类,存款类,保障类",118350
C0302,36-40,高,个体户,稳健型,2025-11-06,2025-11,"理财产品,股票,国债,外汇","投资类,投资类,投资类,投资类",870389
C0444,41-45,高,个体户,稳健型,2025-07-12,2025-07,"贵金属,活期存款,信用卡","投资类,存款类,信贷类",670801
C0441,36-40,高,企业职员,稳健型,2025-11-20,2025-11,"基金,消费贷款","投资类,信贷类",322044
C0092,46-50,中,退休人员,进取型,2025-12-05,2025-12,"信用卡,消费贷款","信贷类,信贷类",235246
C0042,25-30,中,企业职员,保守型,2025-10-12,2025-10,信用卡,信贷类,135802
C0491,25-30,中,自由职业,稳健型,2025-11-04,2025-11,"基金,活期存款,定期存款","投资类,存款类,存款类",233616
C0171,41-45,中,企业职员,稳健型,2025-03-14,2025-03,"定期存款,活期存款,大额存单","存款类,存款类,存款类",201717
C0135,41-45,中,公务员,保守型,2025-11-27,2025-11,"股票,信用卡","投资类,信贷类",233692
C0359,36-40,中,企业职员,保守型,2025-08-17,2025-08,"股票,保险,年金,消费贷款,基金","投资类,保障类,保障类,信贷类,投资类",564369
C0177,25-30,高,企业职员,进取型,2025-08-01,2025-08,"定期存款,股票","存款类,投资类",265931
C0386,41-45,低,公务员,保守型,2025-02-09,2025-02,"大额存单,信用卡,国债,保险","存款类,信贷类,投资类,保障类",190998
C0158,25-30,低,个体户,进取型,2025-06-02,2025-06,"大额存单,贵金属","存款类,投资类",90674
C0327,41-45,高,个体户,进取型,2025-06-04,2025-06,"消费贷款,基金","信贷类,投资类",833894
C0258,31-35,高,企业职员,进取型,2025-07-30,2025-07,"信托,基金,大额存单","投资类,投资类,存款类",393059
C0434,36-40,中,企业职员,进取型,2025-06-26,2025-06,"股票,活期存款","投资类,存款类",94969
C0069,41-45,高,公务员,进取型,2025-11-10,2025-11,基金,投资类,134557
C0078,41-45,中,公务员,保守型,2025-05-02,2025-05,信用卡,信贷类,83743
C0146,36-40,高,公务员,稳健型,2025-08-25,2025-08,"活期存款,基金","存款类,投资类",141439
C0132,41-45,中,公务员,稳健型,2025-02-27,2025-02,理财产品,投资类,235488
C0209,25-30,低,企业职员,保守型,2025-07-23,2025-07,信用卡,信贷类,44032
C0451,46-50,高,公务员,稳健型,2025-12-30,2025-12,"大额存单,定期存款","存款类,存款类",309642
C0357,46-50,高,企业职员,进取型,2025-04-16,2025-04,"年金,股票,活期存款","保障类,投资类,存款类",1030423
C0107,25-30,中,企业职员,进取型,2025-01-17,2025-01,"信用卡,信托,理财产品,基金","信贷类,投资类,投资类,投资类",226629
C0266,41-45,高,个体户,稳健型,2025-04-09,2025-04,"活期存款,年金,信用卡","存款类,保障类,信贷类",577028
C0043,25-30,中,公务员,保守型,2025-06-30,2025-06,住房贷款,信贷类,22042
C0096,25-30,中,公务员,进取型,2025-07-22,2025-07,"年金,基金,消费贷款,定期存款","保障类,投资类,信贷类,存款类",114570
C0464,41-45,高,退休人员,稳健型,2025-04-14,2025-04,"基金,理财产品,大额存单,外汇","投资类,投资类,存款类,投资类",436002
C0441,36-40,高,企业职员,稳健型,2025-03-17,2025-03,"大额存单,基金","存款类,投资类",68110
C0263,41-45,低,自由职业,稳健型,2025-12-26,2025-12,"基金,信用卡,定期存款","投资类,信贷类,存款类",209835
C0352,36-40,中,自由职业,进取型,2025-10-25,2025-10,"保险,基金,股票","保障类,投资类,投资类",193644
C0459,36-40,高,自由职业,进取型,2025-02-07,2025-02,"股票,国债","投资类,投资类",710837
C0316,31-35,高,企业职员,稳健型,2025-01-01,2025-01,"基金,国债,信用卡","投资类,投资类,信贷类",294354
C0488,31-35,中,企业职员,保守型,2025-11-07,2025-11,"定期存款,信用卡,保险","存款类,信贷类,保障类",100881
C0144,31-35,中,自由职业,进取型,2025-02-25,2025-02,"住房贷款,活期存款","信贷类,存款类",82041
C0127,36-40,低,自由职业,稳健型,2025-10-29,2025-10,"保险,信用卡,定期存款","保障类,信贷类,存款类",182612
C0193,31-35,高,企业职员,进取型,2025-08-27,2025-08,"理财产品,股票,基金","投资类,投资类,投资类",162333
C0390,36-40,中,自由职业,进取型,2025-12-23,2025-12,"年金,贵金属","保障类,投资类",112170
C0222,41-45,中,个体户,保守型,2025-10-25,2025-10,活期存款,存款类,28627
C0443,31-35,中,公务员,进取型,2025-04-13,2025-04,"外汇,基金,活期存款,股票","投资类,投资类,存款类,投资类",202163
C0194,25-30,低,个体户,保守型,2025-11-23,2025-11,"定期存款,信用卡,年金,理财产品","存款类,信贷类,保障类,投资类",75368
C0368,41-45,高,公务员,进取型,2025-12-08,2025-12,基金,投资类,157954
C0360,31-35,高,企业职员,进取型,2025-03-29,2025-03,"国债,住房贷款","投资类,信贷类",851969
C0051,36-40,低,企业职员,进取型,2025-03-29,2025-03,"活期存款,信用卡,基金","存款类,信贷类,投资类",376095
C0119,25-30,高,公务员,进取型,2025-06-18,2025-06,基金,投资类,46502
C0437,36-40,中,企业职员,稳健型,2025-07-08,2025-07,"外汇,活期存款","投资类,存款类",163533
C0038,25-30,低,自由职业,保守型,2025-07-25,2025-07,年金,保障类,2479
C0090,25-30,中,自由职业,稳健型,2025-08-07,2025-08,股票,投资类,107489
C0392,41-45,中,个体户,保守型,2025-04-06,2025-04,"理财产品,消费贷款,基金","投资类,信贷类,投资类",318493
C0082,46-50,高,个体户,进取型,2025-07-27,2025-07,"理财产品,基金,住房贷款","投资类,投资类,信贷类",359195
C0168,31-35,中,企业职员,进取型,2025-07-05,2025-07,"股票,消费贷款","投资类,信贷类",135939
C0110,25-30,中,个体户,保守型,2025-11-12,2025-11,"理财产品,活期存款,信用卡","投资类,存款类,信贷类",244817
C0174,36-40,中,企业职员,稳健型,2025-12-02,2025-12,"理财产品,活期存款","投资类,存款类",168594
C0052,36-40,低,企业职员,稳健型,2025-12-15,2025-12,贵金属,投资类,31614
C0449,36-40,中,企业职员,保守型,2025-03-25,2025-03,"定期存款,住房贷款,大额存单","存款类,信贷类,存款类",263734
C0210,46-50,中,个体户,稳健型,2025-09-29,2025-09,活期存款,存款类,27061
C0164,36-40,高,公务员,保守型,2025-01-03,2025-01,"年金,基金","保障类,投资类",1025444
C0173,41-45,中,企业职员,稳健型,2025-01-17,2025-01,"消费贷款,活期存款","信贷类,存款类",462989
C0184,36-40,中,企业职员,进取型,2025-05-23,2025-05,"定期存款,信用卡,活期存款","存款类,信贷类,存款类",358591
C0178,31-35,中,个体户,稳健型,2025-09-18,2025-09,"活期存款,股票","存款类,投资类",144415
C0084,25-30,低,企业职员,保守型,2025-10-17,2025-10,"信用卡,定期存款,住房贷款","信贷类,存款类,信贷类",132185
C0169,25-30,中,企业职员,进取型,2025-03-01,2025-03,"消费贷款,信用卡,活期存款","信贷类,信贷类,存款类",208718
C0427,36-40,低,公务员,保守型,2025-06-09,2025-06,"保险,信用卡,基金","保障类,信贷类,投资类",187721
C0071,41-45,中,公务员,保守型,2025-10-01,2025-10,"大额存单,理财产品,活期存款","存款类,投资类,存款类",499916
C0490,36-40,中,公务员,进取型,2025-01-05,2025-01,"股票,活期存款,信用卡,年金,外汇","投资类,存款类,信贷类,保障类,投资类",300209
C0402,25-30,中,企业职员,进取型,2025-06-01,2025-06,"国债,理财产品,信用卡,保险,股票","投资类,投资类,信贷类,保障类,投资类",345699
C0261,36-40,高,企业职员,进取型,2025-08-19,2025-08,"活期存款,基金,年金,信用卡","存款类,投资类,保障类,信贷类",789415
C0332,46-50,中,企业职员,进取型,2025-02-26,2025-02,"住房贷款,贵金属,外汇","信贷类,投资类,投资类",350963
C0345,36-40,中,企业职员,稳健型,2025-02-14,2025-02,国债,投资类,53135
C0091,31-35,中,公务员,稳健型,2025-02-11,2025-02,"信用卡,大额存单,消费贷款","信贷类,存款类,信贷类",312518
C0492,36-40,中,企业职员,稳健型,2025-04-04,2025-04,"基金,定期存款,保险","投资类,存款类,保障类",115874
C0386,41-45,低,公务员,保守型,2025-05-18,2025-05,"信用卡,定期存款,基金","信贷类,存款类,投资类",66433
C0162,25-30,高,公务员,进取型,2025-05-10,2025-05,"活期存款,保险,基金,住房贷款","存款类,保障类,投资类,信贷类",728891
C0161,25-30,低,企业职员,保守型,2025-12-18,2025-12,"活期存款,消费贷款,信用卡","存款类,信贷类,信贷类",60252
C0212,25-30,中,企业职员,进取型,2025-09-30,2025-09,"股票,国债,活期存款","投资类,投资类,存款类",398089
C0321,36-40,高,公务员,保守型,2025-03-21,2025-03,"基金,信用卡","投资类,信贷类",211188
C0259,31-35,低,企业职员,稳健型,2025-07-05,2025-07,"大额存单,理财产品,消费贷款","存款类,投资类,信贷类",255303
C0336,31-35,中,自由职业,稳健型,2025-08-05,2025-08,信用卡,信贷类,88169
C0486,25-30,低,个体户,稳健型,2025-07-31,2025-07,"住房贷款,消费贷款,保险","信贷类,信贷类,保障类",68419
C0390,36-40,中,自由职业,进取型,2025-05-15,2025-05,"理财产品,定期存款,国债,活期存款,住房贷款","投资类,存款类,投资类,存款类,信贷类",267622
C0036,46-50,中,公务员,稳健型,2025-03-08,2025-03,"信用卡,大额存单,活期存款,保险","信贷类,存款类,存款类,保障类",147650
C0294,36-40,中,公务员,稳健型,2025-10-16,2025-10,"贵金属,基金,国债","投资类,投资类,投资类",144163
C0182,36-40,高,企业职员,进取型,2025-07-01,2025-07,"理财产品,基金","投资类,投资类",847249
C0476,36-40,低,个体户,保守型,2025-11-23,2025-11,"保险,定期存款,股票","保障类,存款类,投资类",49535
C0181,46-50,低,企业职员,稳健型,2025-05-25,2025-05,"理财产品,保险","投资类,保障类",86887
C0420,25-30,中,企业职员,稳健型,2025-09-23,2025-09,"信用卡,股票,消费贷款","信贷类,投资类,信贷类",648920
C0244,41-45,中,企业职员,稳健型,2025-11-07,2025-11,"定期存款,国债,理财产品,股票","存款类,投资类,投资类,投资类",365193
C0436,41-45,高,个体户,保守型,2025-07-01,2025-07,"信用卡,定期存款,基金","信贷类,存款类,投资类",515630
C0292,31-35,高,自由职业,进取型,2025-08-02,2025-08,理财产品,投资类,204445
C0251,31-35,中,自由职业,稳健型,2025-07-22,2025-07,"住房贷款,消费贷款,大额存单,定期存款","信贷类,信贷类,存款类,存款类",299594
C0289,36-40,中,公务员,进取型,2025-03-03,2025-03,"信用卡,住房贷款,基金,理财产品","信贷类,信贷类,投资类,投资类",388205
C0169,25-30,中,企业职员,进取型,2025-09-26,2025-09,"国债,理财产品,信用卡","投资类,投资类,信贷类",337101
