age,income,debt_ratio,credit_score,months_employed,num_credit_lines,num_late_payments,loan_amount,savings_balance,employment_type,default
47,61853.42,0.1564,654.0,191,6,0,12.06,58.04,全职,0
43,53280.54,0.4947,632.0,231,5,3,35.02,55.51,兼职,1
51,57675.54,0.1026,717.0,92,6,1,28.65,6.23,自雇,0
64,45100.02,0.6357,681.0,217,4,3,13.08,21.87,全职,0
38,73457.67,0.3296,587.0,277,4,0,9.94,31.79,全职,0
47,34364.31,0.1941,690.0,352,7,2,31.84,85.68,全职,0
57,48573.12,0.1282,693.0,302,7,1,11.54,10.47,兼职,0
22,94456.24,0.3538,673.0,28,5,1,48.77,32.42,全职,1
29,30504.79,0.0731,695.0,300,3,1,10.32,28.52,全职,0
56,16631.89,0.5879,619.0,76,3,1,26.58,61.36,自雇,1
36,58878.34,0.1743,762.0,8,3,0,14.7,85.89,全职,0
43,43110.54,0.1476,699.0,23,2,1,20.18,28.62,自雇,0
35,81261.78,0.3673,591.0,14,6,4,11.47,30.76,自雇,1
47,45923.97,0.5303,680.0,163,3,0,17.41,27.65,全职,0
49,36236.8,0.2905,700.0,12,3,1,2.59,36.96,兼职,0
44,47197.27,0.072,624.0,346,11,1,10.48,51.88,全职,0
35,84671.5,0.3713,707.0,171,4,1,12.55,203.39,兼职,0
45,65361.25,0.6207,764.0,356,10,1,18.96,19.84,兼职,1
23,14516.61,0.2446,648.0,326,8,0,56.52,314.46,全职,0
47,53792.2,0.2873,701.0,199,3,1,11.49,15.9,兼职,0
35,55153.81,0.1353,690.0,75,7,2,62.25,141.83,兼职,0
28,48575.52,0.1876,728.0,163,5,2,10.08,33.93,全职,0
24,36118.3,0.4313,675.0,60,3,1,8.28,21.96,全职,0
44,89077.85,0.2332,627.0,244,5,0,4.45,203.75,全职,0
64,91310.13,0.2848,725.0,154,6,0,32.64,59.25,全职,1
39,16291.84,0.1174,630.0,256,5,1,21.52,57.02,自雇,0
59,32893.17,0.3113,770.0,243,5,1,31.13,41.39,兼职,0
56,45598.71,0.4255,708.0,161,2,1,22.32,30.52,全职,0
36,78767.37,0.3354,650.0,67,6,0,19.94,45.75,全职,0
46,49882.55,0.2963,735.0,343,5,1,25.22,2.17,全职,0
58,34828.91,0.1518,680.0,276,4,0,112.39,8.55,全职,1
49,69896.22,0.2882,669.0,160,7,0,13.75,80.83,全职,0
31,44105.16,0.2996,646.0,258,5,2,103.9,178.18,全职,0
60,46226.09,0.0793,586.0,306,6,0,39.72,213.48,全职,0
38,48359.64,0.1311,710.0,334,6,1,26.9,20.97,自雇,1
60,65326.58,0.3593,599.0,94,6,3,31.3,66.21,全职,0
43,42012.61,0.3164,640.0,245,3,3,1.56,6.09,全职,1
47,69111.28,0.1483,702.0,220,5,0,16.29,38.42,全职,0
46,47262.17,0.4168,655.0,122,4,1,11.75,124.42,自雇,0
38,28752.84,0.4252,688.0,186,8,3,108.84,53.65,兼职,1
34,48127.64,0.2247,619.0,261,3,0,15.29,39.18,兼职,1
41,29507.31,0.3796,663.0,272,2,1,19.61,53.88,全职,0
46,50035.77,0.115,688.0,59,1,1,19.36,196.93,全职,0
25,74216.14,0.2595,632.0,124,7,2,7.06,42.75,全职,1
31,28657.93,0.2221,764.0,336,3,0,12.83,58.71,全职,0
24,58814.09,0.3844,648.0,340,2,3,38.61,249.48,全职,0
62,32385.99,0.4588,749.0,50,4,0,3.65,43.45,自雇,0
39,54222.45,0.1533,672.0,177,6,0,25.77,10.63,全职,1
57,75365.29,0.1061,602.0,138,2,0,9.77,214.52,全职,1
43,16902.95,0.2939,623.0,326,7,2,56.82,150.75,兼职,0
55,28078.57,0.1685,689.0,169,4,0,27.55,5.95,全职,0
29,40762.19,0.1538,732.0,38,10,0,5.95,47.93,全职,0
61,57383.97,0.4118,768.0,68,8,2,14.4,53.4,全职,0
40,45107.7,0.2452,686.0,235,6,1,28.87,214.57,全职,0
63,47909.05,0.3612,621.0,47,7,1,15.75,53.82,兼职,1
62,136147.24,0.4183,694.0,56,3,2,22.56,64.45,全职,0
58,26736.14,0.4028,639.0,276,4,0,19.78,66.49,兼职,0
27,86486.4,0.1909,700.0,337,8,1,40.18,34.26,兼职,0
47,41151.31,0.2548,633.0,98,5,2,28.55,199.78,兼职,0
55,64520.44,0.3364,576.0,14,4,0,19.33,24.72,全职,0
27,142126.57,0.4355,746.0,324,4,0,20.38,33.6,全职,0
58,69171.14,0.2614,669.0,178,5,1,8.45,54.27,全职,0
54,59056.38,0.2597,682.0,331,5,1,64.97,14.32,全职,0
43,109049.93,0.1498,730.0,61,4,4,214.81,319.07,兼职,0
42,86025.52,0.109,774.0,118,3,1,15.42,54.55,全职,0
27,32869.58,0.3895,716.0,36,6,0,20.87,124.54,兼职,0
27,56798.34,0.3952,685.0,133,8,0,45.24,20.96,全职,0
25,20769.73,0.2724,703.0,25,5,2,45.04,111.24,全职,0
51,37418.6,0.3007,665.0,7,5,3,23.17,121.1,兼职,0
32,57355.64,0.2449,682.0,3,3,1,9.2,139.89,全职,0
51,36277.29,0.4805,687.0,20,5,0,86.02,366.87,兼职,0
52,56200.64,0.3205,641.0,148,5,1,34.64,31.24,全职,0
45,48693.83,0.4499,681.0,24,10,0,23.96,45.3,自雇,0
30,64100.56,0.1166,698.0,142,4,3,11.27,23.45,全职,0
24,39652.15,0.4227,706.0,244,4,1,21.04,49.59,兼职,0
52,30635.83,0.1458,702.0,42,9,0,4.7,106.07,全职,0
61,102648.25,0.1985,613.0,292,5,1,36.33,100.51,全职,0
58,38259.67,0.3281,741.0,184,4,0,44.16,281.67,自雇,0
57,68186.73,0.4891,737.0,41,2,1,24.14,89.14,兼职,1
45,100470.91,0.2724,675.0,91,4,3,9.32,54.63,全职,1
52,53174.54,0.1866,703.0,316,4,1,28.83,18.32,全职,0
27,31947.42,0.2006,669.0,323,5,1,37.71,129.84,全职,0
23,44832.79,0.0512,718.0,52,2,0,11.08,46.69,全职,0
41,81533.6,0.2219,639.0,83,8,1,42.4,132.83,兼职,1
49,54345.86,0.1052,747.0,33,3,0,30.56,35.7,全职,0
32,26834.11,0.2478,715.0,75,5,1,16.13,181.4,全职,0
25,66060.21,0.2212,716.0,352,4,0,12.86,80.34,全职,0
36,72024.8,0.0915,675.0,196,5,1,17.41,147.27,全职,0
27,41041.71,0.1953,609.0,285,7,2,9.24,80.3,兼职,0
51,66510.97,0.1702,724.0,87,6,1,24.73,21.64,自雇,0
59,55409.66,0.4751,611.0,234,7,0,31.4,37.89,全职,0
23,44412.9,0.1589,725.0,231,3,0,51.16,15.17,兼职,0
36,25673.95,0.3294,641.0,6,8,1,25.48,65.67,全职,1
32,84034.02,0.3551,601.0,291,3,1,27.47,12.65,全职,0
29,71654.09,0.1903,680.0,37,6,1,16.21,73.25,全职,0
47,65640.17,0.1631,739.0,51,6,2,9.98,1.46,全职,0
26,106113.34,0.2867,632.0,142,6,0,14.24,122.72,全职,0
27,78636.94,0.1066,760.0,220,3,1,62.96,18.11,全职,1
47,69098.13,0.0966,713.0,239,1,0,33.36,21.03,兼职,0
25,16210.04,0.1261,688.0,142,6,0,27.82,215.27,兼职,0
40,89183.16,0.3146,658.0,348,5,0,4.7,75.17,自雇,0
41,51100.02,0.4805,662.0,48,2,1,25.8,127.27,全职,0
54,57310.88,0.063,702.0,276,4,1,6.93,19.98,全职,0
41,57507.27,0.2118,722.0,270,10,2,7.34,142.86,全职,0
33,72179.86,0.0536,650.0,13,3,3,8.03,47.59,全职,1
22,85912.75,0.1784,640.0,297,11,2,10.82,61.41,全职,0
47,67313.8,0.2625,669.0,14,2,0,39.12,242.33,全职,0
35,62170.93,0.1145,750.0,233,3,0,24.08,17.07,全职,0
59,55036.75,0.2389,619.0,62,3,2,9.44,136.05,全职,0
58,9174.61,0.0544,737.0,195,2,2,12.62,80.27,全职,0
32,42455.19,0.043,682.0,26,3,1,29.92,44.12,全职,0
57,30613.77,0.2538,597.0,92,6,3,35.1,18.28,全职,0
34,89802.65,0.264,657.0,104,6,1,22.35,43.63,全职,0
64,66804.02,0.2355,710.0,308,7,0,8.02,24.09,兼职,1
24,38984.97,0.5668,770.0,51,3,2,14.44,178.9,全职,0
54,40992.38,0.3773,614.0,318,5,0,134.94,59.85,兼职,0
27,40255.8,0.0672,539.0,180,2,1,7.62,27.74,全职,1
31,39898.22,0.2695,615.0,56,5,1,27.11,12.97,全职,0
26,23806.67,0.2087,737.0,119,4,2,109.58,34.36,兼职,0
44,21361.81,0.1947,590.0,307,1,0,16.14,187.96,全职,0
31,49737.94,0.1955,755.0,42,3,2,87.1,61.03,全职,0
23,83923.17,0.1992,741.0,134,3,1,11.59,45.6,兼职,0
34,37464.73,0.0131,690.0,259,8,1,4.14,298.48,全职,0
61,57052.23,0.2842,649.0,196,10,0,12.64,36.07,全职,0
23,70765.75,0.3144,683.0,132,4,1,10.96,24.33,兼职,0
41,29831.22,0.4968,711.0,254,5,4,5.28,81.78,兼职,1
22,48533.63,0.6156,703.0,219,6,1,14.38,83.06,全职,0
58,35127.51,0.2594,767.0,335,3,0,44.38,30.36,全职,0
30,109432.12,0.2844,667.0,40,11,1,12.49,24.59,兼职,0
38,107069.11,0.4306,615.0,254,5,3,14.87,232.08,全职,1
30,29846.67,0.3753,606.0,1,5,1,60.12,35.41,全职,1
32,59453.05,0.2333,596.0,194,3,1,11.04,12.78,全职,1
36,83600.07,0.4163,690.0,241,7,1,32.95,66.21,自雇,0
45,74919.15,0.6781,668.0,148,2,0,5.12,133.57,全职,1
59,51061.27,0.4691,682.0,197,5,1,9.27,45.12,兼职,0
56,94209.73,0.29,653.0,298,4,1,16.93,93.42,全职,1
51,31186.56,0.1949,624.0,244,6,0,52.84,19.16,全职,0
52,42127.4,0.4005,711.0,337,4,1,9.68,102.34,兼职,0
26,31608.42,0.0378,557.0,107,5,1,9.59,21.01,自雇,0
35,72493.11,0.173,640.0,211,3,0,24.98,74.08,全职,0
32,36632.15,0.151,719.0,155,5,0,28.4,117.64,全职,1
30,44998.09,0.253,635.0,25,6,0,8.77,60.26,自雇,0
55,66758.38,0.2771,700.0,81,3,1,13.23,15.87,全职,0
33,69502.98,0.079,640.0,82,7,1,47.91,16.58,全职,0
56,31145.87,0.3634,657.0,130,4,0,7.81,268.57,全职,0
56,83143.86,0.0861,709.0,328,2,1,26.4,25.33,兼职,0
22,61564.76,0.5048,616.0,99,12,2,13.28,117.35,兼职,0
61,28542.47,0.4537,717.0,255,4,1,61.69,61.46,自雇,0
43,25238.91,0.1548,682.0,48,2,0,31.96,20.0,全职,0
50,48634.58,0.1474,743.0,62,7,0,40.63,32.05,全职,0
29,74985.27,0.1139,690.0,310,1,1,13.06,298.82,全职,0
32,75952.08,0.158,627.0,289,0,0,38.85,1789.42,全职,0
62,58576.18,0.4491,766.0,104,3,1,38.05,39.75,全职,1
58,50228.48,0.1611,631.0,104,10,0,30.43,37.1,全职,0
35,63314.45,0.5257,669.0,324,2,0,16.02,10.61,全职,0
51,31963.02,0.2433,728.0,14,9,1,22.88,10.49,全职,0
56,113947.6,0.293,586.0,174,3,2,4.56,23.17,全职,0
42,113206.54,0.6386,752.0,258,6,0,82.04,34.99,兼职,0
58,60742.94,0.5224,622.0,210,5,1,12.39,53.23,全职,0
26,54103.29,0.1007,657.0,258,3,0,15.37,108.87,全职,0
40,39906.3,0.3795,694.0,101,8,0,7.0,68.09,全职,0
35,63855.27,0.2592,678.0,259,4,0,34.41,110.69,兼职,1
47,34694.67,0.0921,719.0,343,5,2,30.67,29.55,全职,0
25,16126.09,0.0556,600.0,158,4,2,15.86,50.87,全职,0
46,12618.84,0.3146,716.0,44,4,2,3.1,37.94,全职,0
63,32867.87,0.1011,720.0,300,3,0,11.37,15.38,全职,0
46,53007.52,0.3348,731.0,250,5,0,29.02,7.58,兼职,0
39,57871.82,0.3373,601.0,330,3,2,24.56,27.96,全职,1
61,38431.07,0.3847,607.0,164,7,1,19.36,4.57,全职,0
29,52623.47,0.3743,663.0,192,2,1,14.31,17.59,全职,1
60,42739.8,0.3018,612.0,8,7,0,5.68,94.18,全职,1
61,29742.84,0.3321,590.0,64,4,3,43.43,65.38,全职,0
35,47721.04,0.4568,661.0,281,3,0,6.35,55.78,全职,1
53,73605.76,0.3254,692.0,180,3,1,17.06,177.78,兼职,0
59,30423.45,0.4253,820.0,281,8,1,8.78,26.35,兼职,1
54,30430.41,0.3441,707.0,278,10,2,44.48,107.98,兼职,1
44,28720.74,0.0666,768.0,29,5,1,32.0,24.36,全职,0
36,18615.33,0.3814,678.0,265,8,1,15.09,72.06,全职,0
54,38557.23,0.2338,708.0,327,1,2,34.92,63.66,全职,0
46,70055.5,0.4845,673.0,216,6,1,6.09,67.19,全职,0
38,53474.39,0.256,814.0,319,2,0,18.85,37.09,全职,0
54,45043.08,0.1992,646.0,104,4,1,8.64,75.14,自雇,0
23,52288.53,0.2252,653.0,183,4,2,45.61,81.25,全职,1
35,38388.35,0.1611,720.0,329,8,1,27.1,13.06,自雇,0
61,18509.82,0.2333,690.0,147,7,2,33.78,127.55,全职,0
61,72537.53,0.0819,659.0,104,4,2,12.9,15.86,全职,1
60,83747.56,0.4833,728.0,46,7,3,36.45,22.71,全职,1
27,34061.45,0.3994,678.0,86,5,1,8.22,69.54,全职,0
27,45459.73,0.6237,678.0,308,7,0,9.22,99.28,全职,1
24,43542.83,0.4043,692.0,128,3,0,17.46,68.04,兼职,1
28,58433.49,0.019,593.0,257,4,2,9.51,75.61,兼职,1
29,114113.26,0.2935,600.0,313,8,3,35.43,17.52,全职,0
63,87543.9,0.3358,734.0,146,7,1,13.75,32.34,全职,0
36,40600.79,0.0616,646.0,71,2,1,8.46,7.03,自雇,1
50,64294.66,0.2687,673.0,139,2,1,7.63,21.78,兼职,0
54,91782.64,0.0951,761.0,26,6,1,35.09,14.27,全职,0
51,60124.49,0.1797,676.0,28,8,0,2.62,55.33,兼职,0
60,48905.75,0.4569,669.0,270,4,0,8.95,576.01,全职,0
48,61267.21,0.1388,725.0,173,6,0,61.7,116.76,全职,0
57,34487.91,0.3306,650.0,252,8,1,15.25,5.78,全职,0
50,37099.52,0.0349,740.0,59,6,1,35.63,11.97,全职,1
59,28795.74,0.5339,724.0,106,4,1,28.28,14.9,全职,0
54,57155.58,0.2857,772.0,219,6,0,17.24,9.44,全职,0
58,45903.59,0.1932,645.0,258,6,2,5.33,41.16,全职,0
48,32481.99,0.3279,748.0,145,4,1,6.95,68.63,自雇,0
54,45157.44,0.6224,708.0,51,4,2,6.86,14.98,自雇,1
25,62006.79,0.1658,614.0,59,5,1,29.54,43.68,全职,0
43,127689.42,0.1164,550.0,33,9,1,34.32,68.05,全职,0
23,81310.78,0.3667,640.0,95,5,1,9.94,109.83,全职,1
31,15645.3,0.1717,695.0,88,6,1,18.86,63.82,全职,1
